0,1,2,3,4,5,6,7,8,9,10,11
20.935402,-21.529783,-28.535465,23.837042,25.826166,-24.981197,32.324078,34.648094,-27.682165,-28.916979,-23.55638,-17.141287
19.550268,-20.03183,-26.588848,22.21667,24.09654,-23.38468,30.22172,32.35512,-25.821823,-27.028429,-21.972311,-15.9541645
17.864496,-18.29859,-24.222723,20.237616,21.960361,-21.269382,27.526985,29.433365,-23.504808,-24.61441,-20.077673,-14.596043
65.148224,-67.33613,-89.01963,73.9064,80.32592,-77.686035,100.06853,107.6403,-86.17465,-89.61618,-72.78107,-53.2824
22.552877,-23.149227,-30.599552,25.536686,27.753897,-26.905762,34.78939,37.211533,-29.735285,-31.09399,-25.310423,-18.452456
20.203106,-20.725159,-27.364853,22.8479,24.820633,-23.967104,31.043726,33.226166,-26.559362,-27.767029,-22.603636,-16.531446
25.50662,-26.303787,-34.709103,28.901987,31.44065,-30.342031,39.214943,42.065613,-33.57489,-35.14987,-28.55427,-20.858183
42.80244,-44.297775,-58.353214,48.502613,52.760864,-50.928944,65.72227,70.59623,-56.500652,-58.918747,-47.836456,-34.970047
29.586914,-30.49169,-40.176243,33.49165,36.372208,-35.14629,45.45907,48.71492,-38.93328,-40.666645,-33.097336,-24.155254
17.60832,-18.011276,-23.782642,19.878319,21.557611,-20.823612,26.965467,28.8924,-23.068855,-24.140266,-19.673647,-14.34668
30.808243,-31.823792,-42.005486,34.90393,37.98998,-36.656944,47.29684,50.838768,-40.657337,-42.404377,-34.429157,-25.179937
62.164062,-64.21991,-84.899315,70.558876,76.669525,-74.23683,95.63393,102.76846,-82.213585,-85.58612,-69.53672,-50.94336
26.24934,-26.95517,-35.651787,29.696762,32.25172,-31.144716,40.214924,43.167477,-34.50638,-36.001663,-29.27966,-21.464243
26.707798,-27.566088,-36.435795,30.407665,32.9704,-31.856075,41.180996,44.13033,-35.26822,-36.81605,-29.995193,-21.877605
63.797863,-65.80832,-87.13049,72.33804,78.57668,-76.09316,97.986244,105.329056,-84.31791,-87.702286,-71.2747,-52.193977
38.85391,-40.095825,-52.959194,44.06307,47.841743,-46.20889,59.71705,64.06733,-51.219425,-53.389603,-43.465286,-31.769962
21.244314,-21.848715,-28.913881,24.09175,26.188437,-25.291063,32.65952,35.052895,-27.978373,-29.233583,-23.79771,-17.381756
