0,1,2,3,4,5,6,7,8,9,10,11
-9.558506,7.778244,6.2286806,-0.39622888,4.8592453,-5.92803,-4.5954833,-7.1655803,-11.377257,-5.129176,-7.591544,7.343059
-9.158093,7.329591,5.955485,-0.49807653,4.360002,-5.682302,-4.351296,-6.6616483,-10.655409,-4.7486887,-7.209752,6.776805
-5.876604,4.616864,3.7400985,-0.47635305,2.7077005,-3.5992987,-2.8169196,-4.2007194,-6.769627,-2.9702897,-4.5962253,4.1600485
-9.153625,7.4219522,5.9206457,-0.35814735,4.674581,-5.70494,-4.3874435,-6.7729383,-10.883002,-4.9143715,-7.238284,6.998849
-10.107425,8.289659,6.6069145,-0.38260487,5.1456738,-6.3508487,-4.8289695,-7.5758247,-12.0576515,-5.4613247,-8.078397,7.807158
-5.357079,4.3613653,3.3889759,-0.29879662,2.730292,-3.360537,-2.4794483,-3.969922,-6.293106,-2.89276,-4.2144027,4.037686
-7.043283,5.282992,4.478037,-0.6854967,3.0142477,-4.075225,-3.4143145,-4.9085207,-7.9845963,-3.3906796,-5.3750677,4.8718944
-12.619767,10.138126,8.254446,-0.7111171,5.963238,-7.8021307,-6.0535264,-9.230462,-14.720099,-6.5055885,-9.996801,9.358473
-7.1151414,5.545168,4.6385603,-0.50486326,3.2707283,-4.344963,-3.400623,-5.01545,-8.155607,-3.5778952,-5.4885507,5.0775304
-6.20639,5.0430164,3.9904542,-0.2946912,3.1581814,-3.8923597,-3.0039258,-4.4938645,-7.293296,-3.405335,-4.849115,4.662896
-7.438333,6.0084963,4.8278756,-0.35661313,3.7714097,-4.6575603,-3.5997655,-5.4619064,-8.843651,-4.0084896,-5.878107,5.6685934
-9.658776,7.735403,6.24659,-0.50712705,4.6509876,-6.0099497,-4.597944,-7.1430497,-11.381836,-5.0023065,-7.7212524,7.268951
-4.898709,3.8457704,3.0872757,-0.32038477,2.390979,-3.016529,-2.3266764,-3.4519312,-5.632268,-2.5486012,-3.826706,3.5327792
-9.583055,7.788904,6.18106,-0.43180266,4.7859635,-5.9305396,-4.6546025,-7.1256843,-11.4091835,-5.0846343,-7.5730076,7.2164273
-18.187687,14.715583,11.980764,-0.95383716,8.552087,-11.331916,-8.74277,-13.47273,-21.30425,-9.28456,-14.612119,13.684154
-5.912072,4.476658,3.7972794,-0.6327538,2.555441,-3.5043788,-2.8908386,-4.1183753,-6.7374763,-2.9047399,-4.5765524,4.150431
-12.879222,10.3748,8.548316,-0.76342213,5.9860077,-8.051376,-6.2257757,-9.458325,-15.010569,-6.552282,-10.357121,9.616993
